 Start Date, Class, Hedge Type, Number Of Hours, Bid MW, Bid Price,Bid MWHs,Bid MWHs Bid Price, Awarded Mw, Clearing Price,Awarded MWHs,Awarded MWHs Clearing Price,Weighted Avg Bid Price,Weighted Avg Clear Price,Auction
6/1/2020,BUY,OPT,35206592,1959152.2,72332.83,461709347.2,112156396.6,83807.6,365244.068,20109344,10420986.17,0.518216117,0.242915586,2020_06_JUN
6/1/2020,SELL,OBL,734800,10557.1,40201.45,2531676.8,8026899.952,2162.3,2986.366265,488084.8,870779.1048,1.784073392,3.170586369,2020_06_JUN
6/1/2020,SELL,OPT,5155392,101304.5,38743.3,24639246.4,28064164.77,26930.2,13544.57058,6433377.6,4047849.702,0.629195106,1.139002562,2020_06_JUN
7/1/2020,BUY,OBL,17892040,254837.7,-2213823.92,66092469.6,-548063431.4,64082.3,10304.69136,16403538.4,6149157.283,0.374867735,-8.292373317,2020_07_JUL
7/1/2020,BUY,OPT,27738376,1679052.4,40369.31,407006763.2,75931373.38,76215.2,206760.8668,18687037.6,6518487.759,0.34882403,0.186560471,2020_07_JUL
7/1/2020,SELL,OBL,679192,10822.7,6724.07,2699545.6,5733098.272,2269.9,-1504.18661,574983.2,358775.8916,0.623976303,2.123727146,2020_07_JUL
7/1/2020,SELL,OPT,6651704,110042.7,1004425.01,27430473.6,56309850.58,28351,12332.41288,7052516,4297463.798,0.609351868,2.052820939,2020_07_JUL
8/1/2020,BUY,OBL,18263520,268384.9,-3713655.73,68368550.4,-588379971.8,69058.6,40279.27963,17572085.6,5894036.759,0.335420444,-8.606003321,2020_08_AUG
8/1/2020,BUY,OPT,28457024,1714649.4,43062.57,421085558.4,81662323.31,81429.9,238724.5595,20009032,7098602.475,0.35476991,0.193932852,2020_08_AUG
8/1/2020,SELL,OBL,702736,11222.2,7080.08,2805563.2,5874088.152,2257.4,863.905922,569374.4,69654.8239,0.122335714,2.093728686,2020_08_AUG
8/1/2020,SELL,OPT,6050376,102846,1132394.58,25433340,56566771,27663.6,13442.91566,6802211.2,3841849.59,0.564794223,2.224118853,2020_08_AUG
9/1/2020,BUY,OBL,14895984,251441.6,-2235835.85,62086492.8,-534368351.8,62143,45658.36557,15229872,5473088.221,0.359365346,-8.606837457,2020_09_SEP
9/1/2020,BUY,OPT,32613072,1839228.5,81315.83,435319310.4,103165052.8,103960.6,369073.0133,24913555.2,8856233.158,0.355478497,0.236987081,2020_09_SEP
9/1/2020,SELL,OBL,570000,10329.3,8295.04,2549918.4,7087545.12,2463.5,2472.649459,609787.2,716802.3456,1.175495887,2.779518403,2020_09_SEP
9/1/2020,SELL,OPT,6434688,109789.3,1186990.05,26434094.4,65018269.68,35576.2,25841.68965,8607724.8,7741401.285,0.89935511,2.459636736,2020_09_SEP
10/1/2020,BUY,OBL,16553736,284339.9,-2231246.96,72852156,-560362277.7,64986.1,85672.02,16285989.6,5595973.054,0.343606572,-7.691773428,2020_10_OCT
10/1/2020,BUY,OPT,37209400,2040522.2,99870.06,498954594.4,121376946.4,90125.7,475640.6522,22694124,9834700.169,0.43335888,0.243262509,2020_10_OCT
10/1/2020,SELL,OBL,631056,12733.6,12224.82,3212501.6,18125073.88,2811.2,4535.854393,697583.2,1058551.363,1.517455357,5.642043534,2020_10_OCT
10/1/2020,SELL,OPT,7260240,117683.4,3604024.34,29418183.2,129071501.8,36974,32278.83917,9291627.2,8820718.207,0.949318996,4.38747359,2020_10_OCT
