 Start Date, Class, Hedge Type, Time Of Use, Number Of Hours, Bid MW, Bid Price,Bid MWHs,Bid MWHs Bid Price, Awarded Mw, Clearing Price,Awarded MWHs,Awarded MWHs Clearing Price,Weighted Avg Bid Price,Weighted Avg Clear Price,Auction
1/1/2023,SELL,OPT,PeakWE,982752,8465.4,7153.86,3975316.8,6849225.616,1738,1538.217131,813648,625758.1164,0.769077189,1.722938312,2023_1st6_Annual_Seq5
2/1/2023,BUY,OBL,Off-peak,412160,26504.7,-15180.1,5937052.8,-12239334.24,3100.7,1213.220795,694556.8,364044.1966,0.524138842,-2.061516825,2023_1st6_Annual_Seq5
2/1/2023,BUY,OBL,PeakWD,582400,30434.6,-16399.39,9739072,-19246407.68,3075.8,1673.850966,984256,280429.0216,0.284914719,-1.976205503,2023_1st6_Annual_Seq5
2/1/2023,BUY,OBL,PeakWE,225728,25663.2,-16065.07,3286289.6,-7387134.816,3387.1,1160.601461,434388.8,84708.37499,0.195005891,-2.247864831,2023_1st6_Annual_Seq5
2/1/2023,BUY,OPT,Off-peak,2042866,113584.4,2956.88,31978690.3,6336260.164,4889.9,10183.66914,1214404.4,436276.3768,0.359251314,0.198140077,2023_1st6_Annual_Seq5
2/1/2023,BUY,OPT,PeakWD,4710864,201165.2,5365.2,81292708.8,21085852.78,6274.6,19013.0631,2392718.4,1267272.239,0.529637018,0.259381845,2023_1st6_Annual_Seq5
2/1/2023,BUY,OPT,PeakWE,1641936,141613.7,3901.24,24621732.8,5224533.152,6439.8,13823.91166,970168,376290.3869,0.387861058,0.212191936,2023_1st6_Annual_Seq5
2/1/2023,SELL,OBL,Off-peak,15456,452.9,10.35,101449.6,47201.28,125.3,-26.79571,28067.2,16609.76614,0.591785648,0.465268271,2023_1st6_Annual_Seq5
2/1/2023,SELL,OBL,PeakWD,21760,404.5,-67.07,129440,105286.72,92.3,-333.438257,29536,-12922.28704,-0.437509718,0.813401731,2023_1st6_Annual_Seq5
2/1/2023,SELL,OBL,PeakWE,5632,324.5,15.36,41536,11906.304,58.4,-6.015626,7475.2,669.7199616,0.089592247,0.286650231,2023_1st6_Annual_Seq5
2/1/2023,SELL,OPT,Off-peak,122247,2158.4,1053.2,578633.3,417830.736,404.4,284.751896,90610.3,71554.62842,0.789696408,0.722099361,2023_1st6_Annual_Seq5
2/1/2023,SELL,OPT,PeakWD,209920,3940,1218.96,1396387.2,1414850.624,658.7,401.973168,210992,169523.8522,0.803461042,1.013222281,2023_1st6_Annual_Seq5
2/1/2023,SELL,OPT,PeakWE,81216,3148.4,1064.97,467158.4,374337.056,615.8,351.714272,78822.4,67826.1531,0.860493376,0.801306486,2023_1st6_Annual_Seq5
3/1/2023,BUY,OBL,Off-peak,892615,36595.2,-15760.77,12568269.6,-14375894.2,5941.1,1870.790735,2331754.9,2205633.288,0.945911291,-1.143824461,2023_1st6_Annual_Seq5
3/1/2023,BUY,OBL,PeakWD,1257488,49625.3,-17849.75,27539576,-22612387.39,5855.6,2473.855407,3778726.4,6119393.302,1.619432754,-0.821086984,2023_1st6_Annual_Seq5
3/1/2023,BUY,OBL,PeakWE,466304,43527.9,-17395.28,9344072,-5017307.44,5935.8,1415.944013,1522926.4,2438255.446,1.601033015,-0.536950854,2023_1st6_Annual_Seq5
3/1/2023,BUY,OPT,Off-peak,2015093,114946.5,4657.45,34040927.9,11779563.1,5122.1,13481.01855,1441475.5,597633.8367,0.414598678,0.346041187,2023_1st6_Annual_Seq5
3/1/2023,BUY,OPT,PeakWD,4026368,191222.9,7367.34,77915016,31646914.99,6146.5,22465.0021,2531160,1550098.214,0.612406254,0.40617222,2023_1st6_Annual_Seq5
3/1/2023,BUY,OPT,PeakWE,1343632,138986.5,5868.29,21840785.6,8357707.664,6500.6,17599.05708,956996.8,455527.5345,0.475996925,0.382665158,2023_1st6_Annual_Seq5
3/1/2023,SELL,OBL,Off-peak,49134,1050.7,18.57,305962.9,114456.659,174.9,-166.448191,46320.3,24907.17455,0.537716175,0.374086724,2023_1st6_Annual_Seq5
3/1/2023,SELL,OBL,PeakWD,65136,700.7,-35.35,316961.6,296862.544,76.4,-576.442567,33235.2,18129.91603,0.545503443,0.936588356,2023_1st6_Annual_Seq5
3/1/2023,SELL,OBL,PeakWE,22368,728.7,65.63,139529.6,66866.56,71.7,-106.381255,12697.6,156.1983136,0.012301404,0.479228493,2023_1st6_Annual_Seq5
3/1/2023,SELL,OPT,Off-peak,208879,2138.9,3317.55,597029.1,1009675.268,429.1,483.130698,114339.7,122319.7027,1.069792055,1.691165921,2023_1st6_Annual_Seq5
3/1/2023,SELL,OPT,PeakWD,433360,4214.9,5292.26,1736180.8,2926061.904,677.6,922.756072,258214.4,363162.7265,1.406438706,1.685344006,2023_1st6_Annual_Seq5
3/1/2023,SELL,OPT,PeakWE,135264,2991.3,3795.42,438086.4,779154.736,566.5,643.556839,75984,90541.43546,1.191585537,1.778541256,2023_1st6_Annual_Seq5
4/1/2023,BUY,OBL,Off-peak,518136,25704.9,-14827.15,6642379.2,-11901056.62,3673.2,1490.416949,1059080,466457.2976,0.44043632,-1.791685819,2023_1st6_Annual_Seq5
4/1/2023,BUY,OBL,PeakWD,708608,33693.6,-16016.48,11709436.8,-16751212.96,3701.9,2089.786125,1585219.2,712973.4037,0.449763291,-1.430573754,2023_1st6_Annual_Seq5
4/1/2023,BUY,OBL,PeakWE,328432,29790.4,-15767.23,5029307.2,-8992237.664,3883.8,1350.378371,712408,380879.3046,0.534636479,-1.787967469,2023_1st6_Annual_Seq5
4/1/2023,BUY,OPT,Off-peak,1501096,98591.8,3503.33,24989861.6,7819938.584,4387.3,9979.240259,1092959.2,488266.8968,0.446738448,0.312924445,2023_1st6_Annual_Seq5
4/1/2023,BUY,OPT,PeakWD,2958208,178307.5,6195.06,59871267.2,23715838.69,4785.9,20449.75263,1595552,915225.6887,0.573610693,0.396113859,2023_1st6_Annual_Seq5
4/1/2023,BUY,OPT,PeakWE,1181824,124598.8,4334.75,20835219.2,6973865.232,5486.3,14236.04385,892217.6,406627.692,0.455749463,0.334715232,2023_1st6_Annual_Seq5
4/1/2023,SELL,OBL,Off-peak,32200,856.9,-20.6,214261.6,40906.88,154.5,-134.275675,37080,7611.406248,0.205269856,0.190920258,2023_1st6_Annual_Seq5
4/1/2023,SELL,OBL,PeakWD,33280,683.9,-171.41,218848,53268.48,65.6,-498.232441,20992,-4804.229472,-0.228860017,0.243404006,2023_1st6_Annual_Seq5
4/1/2023,SELL,OBL,PeakWE,14320,686.6,2.27,115846.4,4683.36,102.9,-77.405259,16464,-4259.12312,-0.258693095,0.040427324,2023_1st6_Annual_Seq5
4/1/2023,SELL,OPT,Off-peak,238448,2662.8,868.7,993745.6,667860.368,518,350.226067,211088,85967.99362,0.407261396,0.672063723,2023_1st6_Annual_Seq5
4/1/2023,SELL,OPT,PeakWD,353120,4236.3,1079.2,1740915.2,1563815.232,845.5,550.465631,390944,322183.3188,0.82411629,0.898271916,2023_1st6_Annual_Seq5
4/1/2023,SELL,OPT,PeakWE,175648,3305.1,906.45,717553.6,555757.856,735.4,441.705435,176913.6,117493.2798,0.664128025,0.77451755,2023_1st6_Annual_Seq5
5/1/2023,BUY,OBL,Off-peak,855400,36955,-15828.14,11836904,-15390831.18,5417.1,1589.937562,1762552.8,529006.1211,0.300136326,-1.300241277,2023_1st6_Annual_Seq5
5/1/2023,BUY,OBL,PeakWD,1139072,44022.7,-17956.39,19964067.2,-22906825.92,5866.8,2515.492927,3026249.6,2978173.44,0.984113617,-1.147402766,2023_1st6_Annual_Seq5
5/1/2023,BUY,OBL,PeakWE,400272,39286.6,-17185.98,7216745.6,-9686410.368,7147.6,1902.627245,1356806.4,461587.9126,0.340201751,-1.342213084,2023_1st6_Annual_Seq5
5/1/2023,BUY,OPT,Off-peak,2613472,124919.8,4700.97,37607854.4,11824456.58,5186.2,17726.22373,1431569.6,627112.4787,0.438059371,0.314414549,2023_1st6_Annual_Seq5
5/1/2023,BUY,OPT,PeakWD,5801664,221370.1,8431.91,92858550.4,35811524.67,5677.7,35252.16088,2256848,1565951.872,0.693866788,0.385656728,2023_1st6_Annual_Seq5
5/1/2023,BUY,OPT,PeakWE,1828576,155525.1,6222.25,26845432,9717683.856,6125.7,25508.03777,984641.6,511568.8466,0.519548277,0.361986496,2023_1st6_Annual_Seq5
5/1/2023,SELL,OBL,Off-peak,44368,864.9,53.32,244639.2,114953.232,123.4,-53.414248,32571.2,24511.6495,0.752555924,0.469888849,2023_1st6_Annual_Seq5
5/1/2023,SELL,OBL,PeakWD,67584,962.7,-47.2,393923.2,390520.064,111.6,-514.431133,41289.6,9623.684294,0.233077683,0.991360915,2023_1st6_Annual_Seq5
5/1/2023,SELL,OBL,PeakWE,25952,933.6,136.72,156672,82870.992,124.8,-118.202916,21158.4,15425.72185,0.729058995,0.528945772,2023_1st6_Annual_Seq5
5/1/2023,SELL,OPT,Off-peak,204288,2035.8,1145.21,562958.4,828551.704,402.3,472.943532,120626.4,142624.6638,1.18236691,1.471781403,2023_1st6_Annual_Seq5
5/1/2023,SELL,OPT,PeakWD,386848,2795.5,2048.72,1106195.2,1983367.584,613.6,949.423306,246224,299182.5701,1.215082892,1.79296347,2023_1st6_Annual_Seq5
5/1/2023,SELL,OPT,PeakWE,131312,3457.1,1612.93,522206.4,842292.128,440.5,733.40175,65262.4,73022.58466,1.118907436,1.612948688,2023_1st6_Annual_Seq5
6/1/2023,BUY,OBL,Off-peak,462720,25526.2,-15060.08,6126288,-12228690.72,3256.8,1373.615676,781632,145964.1975,0.186742863,-1.996101182,2023_1st6_Annual_Seq5
6/1/2023,BUY,OBL,PeakWD,682176,30971,-16287.33,10901792,-18383188.38,3647.8,2383.213207,1284025.6,258921.63,0.201648339,-1.686253818,2023_1st6_Annual_Seq5
6/1/2023,BUY,OBL,PeakWE,230272,27404.4,-15975.32,3507763.2,-7041162.24,4506.2,1326.738394,576793.6,60338.17147,0.104609641,-2.007308315,2023_1st6_Annual_Seq5
6/1/2023,BUY,OPT,Off-peak,1181040,104852.3,2666.31,25164552,6032725.44,4191,8813.815988,1005840,449036.5653,0.446429417,0.239731088,2023_1st6_Annual_Seq5
6/1/2023,BUY,OPT,PeakWD,2625920,179730.3,5237.91,63265065.6,24066739.84,5473.1,19372.12406,1926531.2,1167423.808,0.605971919,0.380411205,2023_1st6_Annual_Seq5
6/1/2023,BUY,OPT,PeakWE,779904,129041.1,3734.09,16517260.8,5255531.648,5883.1,12508.62732,753036.8,398870.4498,0.529682546,0.318184214,2023_1st6_Annual_Seq5
6/1/2023,SELL,OBL,Off-peak,28560,770.3,19.58,184872,29665.2,186.9,-20.000849,44856,6756.79248,0.15063297,0.160463456,2023_1st6_Annual_Seq5
6/1/2023,SELL,OBL,PeakWD,34848,772.5,-13.27,271920,24678.368,172.2,-127.967098,60614.4,15121.33959,0.249467776,0.090755987,2023_1st6_Annual_Seq5
6/1/2023,SELL,OBL,PeakWE,12672,765.7,-20.65,98009.6,-7470.08,109.3,-92.664458,13990.4,-161.6588032,-0.011554981,-0.07621784,2023_1st6_Annual_Seq5
6/1/2023,SELL,OPT,Off-peak,107280,1776.2,2753.64,426288,635826.24,386.7,517.506653,92808,103245.3303,1.112461537,1.491541493,2023_1st6_Annual_Seq5
6/1/2023,SELL,OPT,PeakWD,165440,2944.2,4019.16,1036358.4,1585574.496,604.1,711.582881,212643.2,256645.9073,1.206932116,1.529948033,2023_1st6_Annual_Seq5
6/1/2023,SELL,OPT,PeakWE,57344,2017.9,1634.16,258291.2,372015.488,366,394.396405,46848,41754.01271,0.89126564,1.440294861,2023_1st6_Annual_Seq5
7/1/2023,BUY,OBL,Off-peak,2022448,49009.9,-1411.93,29443820.4,9421245.322,9815.5,3633.143064,6991704.9,9619560.007,1.375853264,0.319973604,2023_2nd6_Annual_Seq6
7/1/2023,BUY,OBL,PeakWD,2830528,55341.5,-1886.77,45885569.6,22790951.55,9014,5065.139616,7632086.4,13481103.25,1.766371939,0.496691046,2023_2nd6_Annual_Seq6
7/1/2023,BUY,OBL,PeakWE,1322368,50591,-1687.95,20489590.4,7665087.104,9280.5,3809.868699,3872947.2,5837696.513,1.507300826,0.374096649,2023_2nd6_Annual_Seq6
7/1/2023,BUY,OPT,Off-peak,17727196,201334.9,7905.93,184188745.7,38674997.26,9287.2,28781.2004,10584936.2,2616377.38,0.247179324,0.209974812,2023_2nd6_Annual_Seq6
7/1/2023,BUY,OPT,PeakWD,27164944,265787.1,13764.61,273948748.8,83363771.98,9315.8,54305.72011,12921401.6,5068912.205,0.392288109,0.304304263,2023_2nd6_Annual_Seq6
7/1/2023,BUY,OPT,PeakWE,13289184,234411.7,11529.61,139029860.8,34633953.01,9053.9,44372.66976,5924099.2,2217320.598,0.374288229,0.249111614,2023_2nd6_Annual_Seq6
7/1/2023,SELL,OPT,Off-peak,7688,2788.8,244.71,691622.4,5925697.12,80.5,48.579746,19964,21677.76273,1.085842653,8.567821285,2023_2nd6_Annual_Seq6
7/1/2023,SELL,OPT,PeakWD,19840,4489,333.11,1436480,13249368.32,92.2,107.645574,29504,37830.53744,1.28221724,9.223496547,2023_2nd6_Annual_Seq6
7/1/2023,SELL,OPT,PeakWE,7392,2817.7,298.74,495915.2,6322456.8,94.9,96.577985,16702.4,20028.65464,1.199148305,12.74906839,2023_2nd6_Annual_Seq6
8/1/2023,BUY,OBL,Off-peak,371504,25159.2,-2261.96,6239481.6,-2068050.424,3389.2,847.271219,840521.6,186176.0576,0.221500622,-0.331445873,2023_2nd6_Annual_Seq6
8/1/2023,BUY,OBL,PeakWD,527296,26876.9,-2547.26,9894219.2,-4335016.24,3382.7,1062.578752,1244833.6,1245804.364,1.000779834,-0.438136264,2023_2nd6_Annual_Seq6
8/1/2023,BUY,OBL,PeakWE,180096,23222.8,-2524.48,2972518.4,-1518400.896,3216.8,805.107536,411750.4,305847.3585,0.742797963,-0.510812951,2023_2nd6_Annual_Seq6
8/1/2023,BUY,OPT,Off-peak,828868,62174.3,1722.66,15461316.4,3460797.093,2499.7,4946.763202,619925.6,219622.9985,0.354273155,0.223835863,2023_2nd6_Annual_Seq6
8/1/2023,BUY,OPT,PeakWD,1938096,116400.8,3766.93,42872435.2,14143364.06,3417.6,11791.9771,1257740.8,760549.2976,0.604694781,0.329894115,2023_2nd6_Annual_Seq6
8/1/2023,BUY,OPT,PeakWE,503744,67043.8,2833.48,8599347.2,2745756.672,3055.5,7924.048552,391216,207715.2598,0.530947762,0.319298269,2023_2nd6_Annual_Seq6
8/1/2023,SELL,OPT,Off-peak,7688,2740.1,245.6,679544.8,6069859.52,90.6,48.537523,22468.8,16964.3031,0.755015982,8.932243349,2023_2nd6_Annual_Seq6
8/1/2023,SELL,OPT,PeakWD,22080,4449.8,323.1,1637526.4,14564101.22,96.7,117.655205,35585.6,40530.64052,1.138961842,8.893964223,2023_2nd6_Annual_Seq6
8/1/2023,SELL,OPT,PeakWE,7424,4451.6,309.04,569804.8,4549985.792,120,101.288354,15360,14707.17743,0.957498531,7.985165783,2023_2nd6_Annual_Seq6
9/1/2023,BUY,OBL,Off-peak,541180,32260.3,-2468.28,9895982.2,56630.336,5569.5,1377.08429,1893316,892861.3231,0.471586002,0.005722558,2023_2nd6_Annual_Seq6
9/1/2023,BUY,OBL,PeakWD,673008,39742.1,-2608.07,17756516.8,9160836.48,6676.5,1608.951885,3493260.8,5684613.22,1.627308565,0.515914049,2023_2nd6_Annual_Seq6
9/1/2023,BUY,OBL,PeakWE,317904,36314.9,-2575.89,7907265.6,4727931.52,6567.7,1260.391843,1528462.4,2202366.32,1.440903172,0.597922437,2023_2nd6_Annual_Seq6
9/1/2023,BUY,OPT,Off-peak,4457913,110896.5,4055.44,51383072.7,13121100.45,3210.6,16143.65602,1156673.3,558583.3303,0.4829223,0.255358424,2023_2nd6_Annual_Seq6
9/1/2023,BUY,OPT,PeakWD,9427600,186324.1,7519.5,108295520,34610314.29,4178.6,32927.29208,2192971.2,1449488.547,0.66097017,0.319591376,2023_2nd6_Annual_Seq6
9/1/2023,BUY,OPT,PeakWE,3920640,131151.6,5800.12,41726174.4,11828626.05,3764.1,24470.26957,938208,463059.2039,0.493557083,0.28348216,2023_2nd6_Annual_Seq6
9/1/2023,SELL,OPT,Off-peak,8160,2791.3,253.56,669912,6479836.32,104.7,47.278357,25128,20274.34654,0.806842826,9.672667933,2023_2nd6_Annual_Seq6
9/1/2023,SELL,OPT,PeakWD,20160,4007,320.06,1282240,12192233.6,107.1,98.71821,34272,43438.42672,1.267461097,9.508542551,2023_2nd6_Annual_Seq6
9/1/2023,SELL,OPT,PeakWE,5280,2798.9,286.98,447824,5445393.6,76.3,76.022464,12208,17172.0011,1.406618701,12.15967344,2023_2nd6_Annual_Seq6
10/1/2023,BUY,OBL,Off-peak,893222,28341.6,-1692.06,9121843.1,1404098.219,4235.6,2862.726075,1588700.2,2281015.582,1.435774718,0.15392703,2023_2nd6_Annual_Seq6
10/1/2023,BUY,OBL,PeakWD,1417744,36163.8,-1966.18,16517827.2,3776834.464,4778.7,4129.765316,2421516.8,4710669.753,1.945338456,0.228652014,2023_2nd6_Annual_Seq6
10/1/2023,BUY,OBL,PeakWE,536976,31888.4,-1627.45,5872844.8,1322839.056,4452.7,2855.651712,1050273.6,1916716.493,1.824968744,0.225246725,2023_2nd6_Annual_Seq6
10/1/2023,BUY,OPT,Off-peak,1435581,66482.1,3083.63,18431388.9,6942478.136,2747.5,8045.913305,775220.4,483206.4354,0.623314912,0.376666033,2023_2nd6_Annual_Seq6
10/1/2023,BUY,OPT,PeakWD,2884944,131766.8,5491.22,49196240,19434529.74,3176.8,16347.65113,1270228.8,906852.0131,0.713928084,0.395040957,2023_2nd6_Annual_Seq6
10/1/2023,BUY,OPT,PeakWE,1071920,79998.9,4382.33,12917484.8,4943745.376,3297.6,12731.41766,559742.4,343942.7688,0.61446617,0.382717336,2023_2nd6_Annual_Seq6
10/1/2023,SELL,OPT,Off-peak,8432,2791.3,254.1,692242.4,6638640.08,68.7,49.346886,17037.6,13541.92158,0.794825655,9.590051231,2023_2nd6_Annual_Seq6
10/1/2023,SELL,OPT,PeakWD,23232,4531.8,353.49,1595193.6,15453702.18,119.6,103.186015,42099.2,46738.37594,1.110196297,9.687665607,2023_2nd6_Annual_Seq6
10/1/2023,SELL,OPT,PeakWE,4752,2798.9,285.02,403041.6,4839136.56,76.3,71.002876,10987.2,12178.57254,1.108432771,12.00654364,2023_2nd6_Annual_Seq6
11/1/2023,BUY,OBL,Off-peak,490962,27882,-1775.91,7954775.6,-906027.525,5091.7,2072.318946,1753182.1,665863.667,0.379802912,-0.113897308,2023_2nd6_Annual_Seq6
11/1/2023,BUY,OBL,PeakWD,640992,31632.5,-1918.47,12211048,-1500910.768,4801.6,2328.686568,2319097.6,2256668.013,0.973080224,-0.122914165,2023_2nd6_Annual_Seq6
11/1/2023,BUY,OBL,PeakWE,262560,27670.5,-1893.08,4786953.6,-662365.104,4590.4,1793.250805,982728,605916.6417,0.616565969,-0.138368816,2023_2nd6_Annual_Seq6
11/1/2023,BUY,OPT,Off-peak,1829649,82209,3911,24396153,8631931.67,3065.2,11723.03348,853165.2,338162.1658,0.396361884,0.353823477,2023_2nd6_Annual_Seq6
11/1/2023,BUY,OPT,PeakWD,3355904,143257.7,6555.58,53895803.2,22423731.6,3764.5,19954.20035,1407528,789408.8023,0.560847672,0.4160571,2023_2nd6_Annual_Seq6
11/1/2023,BUY,OPT,PeakWE,1370256,99586.6,5064.69,18193796.8,6958165.6,3425.6,15865.48764,567628.8,256372.6489,0.451655464,0.382447143,2023_2nd6_Annual_Seq6
11/1/2023,SELL,OPT,Off-peak,9399,2791.3,248.86,672703.3,5874451.156,68.7,55.868708,16556.7,12902.44659,0.779288541,8.732603446,2023_2nd6_Annual_Seq6
11/1/2023,SELL,OPT,PeakWD,20832,4528.4,315.11,1521542.4,12562777.58,117.4,102.692057,39446.4,47987.28913,1.216518849,8.256606969,2023_2nd6_Annual_Seq6
11/1/2023,SELL,OPT,PeakWE,4464,2791.3,276.33,401947.2,4550985.36,42.7,61.5296,6148.8,6109.911936,0.993675504,11.32234622,2023_2nd6_Annual_Seq6
12/1/2023,BUY,OBL,Off-peak,513608,27710.8,-2623.76,6872278.4,-3519235.816,3374.7,1839.190358,836925.6,-87865.82638,-0.104986425,-0.512091567,2023_2nd6_Annual_Seq6
12/1/2023,BUY,OBL,PeakWD,571200,27878.2,-2770.06,8921024,-6127928.64,2646.3,2134.365213,846816,452225.7627,0.534030725,-0.68690866,2023_2nd6_Annual_Seq6
12/1/2023,BUY,OBL,PeakWE,297264,25895.7,-2385.24,4557643.2,-2324489.904,2880.2,1527.61844,506915.2,93770.30145,0.184982225,-0.510020158,2023_2nd6_Annual_Seq6
12/1/2023,BUY,OPT,Off-peak,897760,65581.6,2114.75,16264236.8,4501783.048,2833,6295.237367,702584,242948.9238,0.345793419,0.276790304,2023_2nd6_Annual_Seq6
12/1/2023,BUY,OPT,PeakWD,1738880,124524.7,3914.04,39847904,12953998.72,3964.7,12049.47205,1268704,654741.211,0.516070897,0.325086075,2023_2nd6_Annual_Seq6
12/1/2023,BUY,OPT,PeakWE,792704,76675.9,3175.57,13494958.4,4477867.856,3613.1,9875.862443,635905.6,259553.5849,0.408163704,0.331817833,2023_2nd6_Annual_Seq6
12/1/2023,SELL,OPT,Off-peak,8184,2822,247.8,699856,6045263.128,20.7,52.099957,5133.6,5133.6,1,8.637867116,2023_2nd6_Annual_Seq6
12/1/2023,SELL,OPT,PeakWD,19840,4595.4,310.06,1470528,11701456.32,96.6,89.755267,30912,32853.69942,1.062813775,7.957316229,2023_2nd6_Annual_Seq6
12/1/2023,SELL,OPT,PeakWE,5280,2822,269.88,496672,5310100.576,10,57.824978,1760,1760,1,10.69136286,2023_2nd6_Annual_Seq6
7/1/2021,BUY,OBL,Off-peak,2564373,55957.9,-4171.8,30104594.1,-5684936.542,10872.5,3163.959059,7086377.5,3826094.391,0.539922463,-0.188839501,2021_2nd6_Annual_Seq1
7/1/2021,BUY,OBL,PeakWD,3450416,62746.8,-3417.66,43001956.8,5157571.76,13612.8,7373.266172,9251179.2,9989423.493,1.079800021,0.119938071,2021_2nd6_Annual_Seq1
7/1/2021,BUY,OBL,PeakWE,1619376,56366.6,-4801.47,18634212.8,-2116107.936,13508.4,4380.693404,4565777.6,4083709.177,0.894417016,-0.113560361,2021_2nd6_Annual_Seq1
7/1/2021,BUY,OPT,Off-peak,11668526,136359.7,5748.86,129345037.4,17320977.69,17240.2,13095.11427,13690756.7,2653256.037,0.193799079,0.133912967,2021_2nd6_Annual_Seq1
7/1/2021,BUY,OPT,PeakWD,18883792,158747.1,13315.2,182072531.2,49435417.76,16228.4,34660.00547,16587070.4,7401237.572,0.446205231,0.27151497,2021_2nd6_Annual_Seq1
7/1/2021,BUY,OPT,PeakWE,7480208,160027.8,9278.06,85019230.4,17666948.54,15702.9,23434.62715,6671083.2,2525490.178,0.37857273,0.207799441,2021_2nd6_Annual_Seq1
7/1/2021,SELL,OBL,Off-peak,642342,3249.2,998.02,2632960.7,5606054.957,355.5,200.474085,187114.8,61383.20674,0.328051051,2.129182922,2021_2nd6_Annual_Seq1
7/1/2021,SELL,OBL,PeakWD,936000,3654.9,2073.43,4303816,10948980.05,472.3,-86.421716,678550.4,556247.847,0.819759073,2.544016763,2021_2nd6_Annual_Seq1
7/1/2021,SELL,OBL,PeakWE,456784,3112.5,1808.96,1529086.4,4169477.472,408,-106.506173,193878.4,159092.551,0.820579038,2.726776899,2021_2nd6_Annual_Seq1
7/1/2021,SELL,OPT,Off-peak,6642053,30111.8,378094.53,24991955.5,53089553.04,5505.3,3618.017205,4461228.6,1350245.84,0.302662329,2.124265668,2021_2nd6_Annual_Seq1
7/1/2021,SELL,OPT,PeakWD,8516320,29622.9,372771.76,31959566.4,80537609.57,5908.8,5510.64602,6437878.4,3411899.891,0.529972714,2.519984425,2021_2nd6_Annual_Seq1
7/1/2021,SELL,OPT,PeakWE,3645472,29867.1,345079.1,13885665.6,31124256.13,5760.6,4475.943417,2518473.6,1151713.405,0.457306126,2.241466634,2021_2nd6_Annual_Seq1
8/1/2021,BUY,OBL,Off-peak,437665,26438.7,-3380.65,6559831.6,-2881759.672,4502.6,1076.157753,1117532.8,269856.081,0.241474864,-0.43930391,2021_2nd6_Annual_Seq1
8/1/2021,BUY,OBL,PeakWD,807088,32935.8,-3340.86,11599916.8,-5506177.28,6995.2,3131.575303,2465633.6,1234782.562,0.500797265,-0.47467386,2021_2nd6_Annual_Seq1
8/1/2021,BUY,OBL,PeakWE,296320,27297,-4363.58,3936187.2,-2961167.968,6206.6,1080.535826,894667.2,303238.4702,0.338939966,-0.75229348,2021_2nd6_Annual_Seq1
8/1/2021,BUY,OPT,Off-peak,795073,35436.6,1599.99,8791207.8,2279449.328,6857.7,3479.929998,1703640.6,510254.7859,0.299508468,0.25928739,2021_2nd6_Annual_Seq1
8/1/2021,BUY,OPT,PeakWD,1831936,47341,4727.62,16777612.8,11156459.94,6799.2,11383.5415,2438246.4,2658213.47,1.090215275,0.664961104,2021_2nd6_Annual_Seq1
8/1/2021,BUY,OPT,PeakWE,581168,41620.7,3169.51,6001830.4,3225814.832,6756.9,7355.983506,975052.8,835620.1762,0.856999925,0.537471841,2021_2nd6_Annual_Seq1
8/1/2021,SELL,OBL,Off-peak,32969,735.9,103.99,183480.2,121775.02,137.7,26.68107,34149.6,15034.59772,0.44025692,0.663695701,2021_2nd6_Annual_Seq1
8/1/2021,SELL,OBL,PeakWD,38640,518.7,157.84,184934.4,368679.168,50,-83.870285,17600,7621.631846,0.433047264,1.993567276,2021_2nd6_Annual_Seq1
8/1/2021,SELL,OBL,PeakWE,22608,666.6,35.88,96710.4,90439.776,124.5,-337.406868,18072,12571.01888,0.695607508,0.93516081,2021_2nd6_Annual_Seq1
8/1/2021,SELL,OPT,Off-peak,602851,12768.5,89588.95,3186415.3,4895882.308,2072.7,1487.742751,514029.6,250123.066,0.486592729,1.53648594,2021_2nd6_Annual_Seq1
8/1/2021,SELL,OPT,PeakWD,864336,14697.1,81298.8,5188824,7676379.296,2422,2497.335818,852819.2,663395.0636,0.777884766,1.479406373,2021_2nd6_Annual_Seq1
8/1/2021,SELL,OPT,PeakWE,311072,13565.6,69192.56,1959734.4,2507873.456,2717.1,1976.761047,392166.4,203964.2369,0.520096155,1.279700686,2021_2nd6_Annual_Seq1
9/1/2021,BUY,OBL,Off-peak,809565,38733.9,-4091.9,11737119.3,-6889250.756,5572.3,2732.1034,1547756.6,670148.4618,0.432980523,-0.586962659,2021_2nd6_Annual_Seq1
9/1/2021,BUY,OBL,PeakWD,1165472,49152.1,-5333.96,20394081.6,-10577641.38,9866.2,2805.123978,4336924.8,3278993.113,0.756064092,-0.518662305,2021_2nd6_Annual_Seq1
9/1/2021,BUY,OBL,PeakWE,431552,42621.2,-5845.78,7681827.2,-4550427.6,8841.4,1534.315273,1595065.6,816542.3801,0.511917742,-0.592362661,2021_2nd6_Annual_Seq1
9/1/2021,BUY,OPT,Off-peak,4734925,86595.6,7158.27,38111733.6,13965082.99,11442.9,14970.12733,3882959.8,2093697.087,0.53920133,0.366424764,2021_2nd6_Annual_Seq1
9/1/2021,BUY,OPT,PeakWD,9340416,113460.3,12991.91,70616908.8,35325131.71,12060.8,31932.47962,5313361.6,4999886.894,0.941002565,0.500236166,2021_2nd6_Annual_Seq1
9/1/2021,BUY,OPT,PeakWE,3264432,98728,7793.91,27299912,11297415.52,10740.1,20081.48694,2187948.8,1727348.053,0.78948285,0.413826078,2021_2nd6_Annual_Seq1
